# Weather station Sofia (weather station), Bulgaria, WMO_ID=15614,selection from 16.01.2017 till 16.01.2018, all days
# Encoding: UTF-8
# The data are provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=15614&lang=en
#
"Local time in Sofia (weather station)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.02.2017 11:00";"0.6";"715.9";"770.5";"0.7";"89";"Wind blowing from the north";"2";"";"";"100%.";"Mist. ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.3";"0.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"9.0";"-1.1";"";"";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"7.0";
"09.02.2017 08:00";"-0.1";"715.2";"769.9";"0.5";"94";"Wind blowing from the east";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.1";"2.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"9.0";"-0.9";"0.1";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"7.0";
"09.02.2017 05:00";"0.4";"714.7";"769.3";"0.3";"89";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"0.3";"2.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"15.0";"-1.3";"";"";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"7.0";
"09.02.2017 02:00";"0.5";"714.4";"768.9";"0.6";"83";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"0.5";"2.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"15.0";"-2.1";"No precipitation";"6";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"7.0";
"08.02.2017 23:00";"0.6";"713.8";"768.3";"0.9";"82";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"0.6";"2.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"1000-1500";"";"";"12.0";"-2.2";"";"";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"7.0";
"08.02.2017 20:00";"1.6";"712.9";"767.1";"1.1";"79";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"0.0";"3.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"-1.7";"0.7";"12";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"7.0";
"08.02.2017 17:00";"2.4";"711.8";"765.7";"0.3";"76";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.0";"3.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.4";"";"";"";"";"";"";
"08.02.2017 14:00";"3.2";"711.5";"765.3";"0.3";"74";"Wind blowing from the north-northwest";"2";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.0";"3.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-1.1";"0.7";"6";"";"";"";"";
"08.02.2017 11:00";"2.0";"711.2";"765.2";"0.9";"72";"Calm, no wind";"0";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Rain and snow or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.0";"2.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-2.5";"";"";"";"";"";"";
"08.02.2017 08:00";"0.6";"710.3";"764.5";"1.5";"97";"Wind blowing from the north-east";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain and snow or other types of solid precipitation";"0.5";"4.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"3.0";"0.1";"4.0";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"7.0";
"08.02.2017 05:00";"0.8";"708.8";"762.8";"0.1";"94";"Wind blowing from the west";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain.";"0.6";"4.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"6.0";"0.0";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"7.0";
"08.02.2017 02:00";"1.3";"708.7";"762.6";"1.0";"94";"Wind blowing from the north-west";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"1.3";"4.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"0.5";"2.0";"6";"";"";"Compact or wet snow (with or without ice) covering at least one-half of the ground but ground not completely covered.";"7.0";
"07.02.2017 23:00";"2.2";"707.7";"761.3";"0.7";"93";"Wind blowing from the west";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"2.2";"4.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"1.2";"";"";"";"";"";"";
"07.02.2017 20:00";"4.0";"707.0";"760.3";"0.8";"91";"Wind blowing from the west";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"3.0";"5.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"2.6";"2.0";"12";"";"";"";"";
"07.02.2017 17:00";"5.4";"706.2";"759.1";"0.7";"85";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.0";"5.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"12.0";"3.1";"";"";"";"";"";"";
"07.02.2017 14:00";"4.8";"705.5";"758.5";"-0.1";"91";"Wind blowing from the east";"1";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.0";"5.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"6.0";"3.4";"2.0";"6";"";"";"";"";
"07.02.2017 11:00";"3.8";"705.6";"758.8";"0.3";"93";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"3.0";"4.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"6.0";"2.8";"";"";"";"";"";"";
"07.02.2017 08:00";"3.3";"705.3";"758.5";"-1.0";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"2.8";"5.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"10.0";"2.6";"14.0";"12";"";"";"";"";
"07.02.2017 05:00";"4.4";"706.3";"759.4";"0.0";"97";"Wind blowing from the north-east";"2";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Rain.";"2.8";"5.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"3.0";"3.9";"";"";"";"";"";"";
"07.02.2017 02:00";"5.0";"706.3";"759.3";"0.3";"88";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"2.8";"5.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"3.1";"Trace of precipitation";"6";"";"";"";"";
"06.02.2017 23:00";"3.6";"706.0";"759.3";"0.8";"93";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"3.4";"5.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"2.6";"";"";"";"";"";"";
"06.02.2017 20:00";"5.6";"705.2";"758.0";"0.8";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"2.8";"10.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"2.3";"No precipitation";"12";"";"";"";"";
"06.02.2017 17:00";"8.2";"704.4";"756.6";"-0.9";"66";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"2.8";"10.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"2.2";"";"";"";"";"";"";
"06.02.2017 14:00";"9.2";"705.3";"757.4";"-0.7";"58";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"2.8";"9.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"24.0";"1.2";"No precipitation";"6";"";"";"";"";
"06.02.2017 11:00";"5.6";"706.0";"758.9";"0.0";"74";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"2.8";"5.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"1.2";"";"";"";"";"";"";
"06.02.2017 08:00";"3.0";"706.0";"759.4";"-0.2";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"2.0";"7.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"18.0";"0.4";"No precipitation";"12";"";"";"";"";
"06.02.2017 05:00";"3.4";"706.2";"759.5";"-0.1";"82";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"2.0";"7.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"0.6";"";"";"";"";"";"";
"06.02.2017 02:00";"2.0";"706.3";"760.0";"-0.2";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"2.0";"7.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"0.4";"No precipitation";"6";"";"";"";"";
"05.02.2017 23:00";"3.3";"706.5";"759.8";"0.2";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"2.8";"7.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"0.5";"";"";"";"";"";"";
"05.02.2017 20:00";"5.2";"706.3";"759.2";"0.0";"84";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"3.5";"12.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"2.6";"0.6";"12";"";"";"";"";
"05.02.2017 17:00";"12.0";"706.3";"757.9";"0.5";"54";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"3.5";"12.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"3.0";"";"";"";"";"";"";
"05.02.2017 14:00";"12.0";"705.8";"757.4";"-1.3";"58";"Wind blowing from the north-east";"2";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"3.5";"12.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"3.8";"0.6";"6";"";"";"";"";
"05.02.2017 11:00";"5.6";"707.1";"760.0";"0.8";"94";"Calm, no wind";"0";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.5";"5.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"4.7";"";"";"";"";"";"";
"05.02.2017 08:00";"4.0";"706.3";"759.4";"0.0";"97";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.6";"5.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"3.5";"2.0";"12";"";"";"";"";
"05.02.2017 05:00";"4.2";"706.3";"759.4";"-0.6";"94";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"4.0";"5.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"10.0";"3.3";"";"";"";"";"";"";
"05.02.2017 02:00";"5.0";"706.9";"759.9";"-0.6";"91";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"4.6";"5.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"3.6";"No precipitation";"6";"";"";"";"";
"04.02.2017 23:00";"5.2";"707.5";"760.5";"-0.6";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"4.8";"5.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"3.6";"";"";"";"";"";"";
"04.02.2017 20:00";"4.8";"708.1";"761.2";"-0.2";"91";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.2";"9.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.4";"Trace of precipitation";"12";"";"";"";"";
"04.02.2017 17:00";"7.9";"708.3";"760.9";"-0.3";"69";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"3.2";"9.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"2.6";"";"";"";"";"";"";
"04.02.2017 14:00";"7.6";"708.6";"761.2";"-1.4";"65";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"3.2";"9.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"1.4";"No precipitation";"6";"";"";"";"";
"04.02.2017 11:00";"6.8";"710.0";"762.9";"-0.3";"71";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"3.2";"6.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"1.8";"";"";"";"";"";"";
"04.02.2017 08:00";"3.2";"710.3";"763.9";"-0.2";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"6.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"1.2";"No precipitation";"12";"";"";"";"";
"04.02.2017 05:00";"3.0";"710.5";"764.2";"-0.7";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"6.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"1.0";"";"";"";"";"";"";
"04.02.2017 02:00";"5.6";"711.2";"764.5";"-0.4";"71";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"6.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"0.6";"No precipitation";"6";"";"";"";"";
"03.02.2017 23:00";"5.0";"711.6";"765.0";"-0.2";"76";"Wind blowing from the east";"4";"";"";"60%.";" ";"";"";"";"5.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"1.0";"";"";"";"";"";"";
"03.02.2017 20:00";"4.6";"711.8";"765.3";"0.1";"78";"Wind blowing from the south-east";"2";"";"";"60%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"7.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"1.1";"Trace of precipitation";"12";"";"";"";"";
"03.02.2017 17:00";"6.2";"711.7";"764.9";"-0.8";"73";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"7.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"1.6";"";"";"";"";"";"";
"03.02.2017 14:00";"6.3";"712.5";"765.7";"-1.6";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-1.0";"7.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"1.5";"No precipitation";"6";"";"";"";"";
"03.02.2017 11:00";"3.4";"714.1";"768.0";"-0.4";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"-1.0";"3.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"12.0";"0.3";"";"";"";"";"";"";
"03.02.2017 08:00";"-1.0";"714.5";"769.3";"-0.5";"96";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"-1.5";"3.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"-1.5";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"17.0";
"03.02.2017 05:00";"-1.4";"715.0";"770.0";"-0.5";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-1.5";"3.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"-2.0";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"17.0";
"03.02.2017 02:00";"0.2";"715.5";"770.2";"-0.6";"89";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"-0.3";"3.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"-1.5";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"17.0";
"02.02.2017 23:00";"2.0";"716.1";"770.5";"0.1";"83";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"1.8";"3.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"12.0";"-0.7";"";"";"";"";"";"";
"02.02.2017 20:00";"2.8";"716.0";"770.2";"-0.5";"73";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"-6.4";"5.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"-1.6";"No precipitation";"12";"";"";"";"";
"02.02.2017 17:00";"3.0";"716.5";"770.6";"-0.6";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-6.4";"5.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"12.0";"-0.1";"";"";"";"";"";"";
"02.02.2017 14:00";"4.0";"717.1";"771.1";"-1.2";"73";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"-6.4";"4.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.4";"No precipitation";"6";"";"";"";"";
"02.02.2017 11:00";"-0.1";"718.3";"773.3";"0.1";"78";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"-6.4";"-0.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-3.5";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"02.02.2017 08:00";"-6.4";"718.2";"774.5";"0.5";"100";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-7.0";"-2.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"-6.4";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"02.02.2017 05:00";"-5.6";"717.7";"773.8";"-0.3";"98";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-7.0";"-2.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-5.9";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"02.02.2017 02:00";"-6.1";"718.0";"774.2";"0.1";"100";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-6.6";"-2.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"-6.1";"No precipitation";"6";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"01.02.2017 23:00";"-4.4";"717.9";"773.8";"0.5";"98";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-4.7";"-2.4";"";"";"";"";"";"8.0";"-4.7";"";"";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
"01.02.2017 20:00";"-4.1";"717.4";"773.1";"0.2";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-10.0";"2.0";"";"";"";"";"";"10.0";"-5.0";"No precipitation";"12";"";"";"Uneven layer of compact or wet snow covering ground completely.";"18.0";
